imageurl,name,redirect,area,class,rateon99,rates,sold,Latitude,Longitude,ran
https://mediacdn.99acres.com/media1/20387/15/407755844M-1676568673226.jpg,Lohegaon,https://www.99acres.com/property-rates-and-price-trends-in-lohegaon-pune-prffid#registry-transaction-prt,North Pune,MID-SEGMENT,"₹6,300/ sq.ft","₹ 7,237 /sq.ft",800+,18.5944704,73.9275889,MID-SEGMENT
https://mediacdn.99acres.com/media1/20543/5/410865702M-1678122761086.jpg,Ambegaon Bk,https://www.99acres.com/property-rates-and-price-trends-in-ambegaon-bk-pune-prffid#registry-transaction-prt,Rest of Pune,MID-SEGMENT,"₹6,600/ sq.ft","₹ 8,122 /sq.ft",800+,18.456677,73.8306278,MID-SEGMENT
https://mediacdn.99acres.com/media1/14930/15/298615570M-1622039804068.jpg,Mohammed Wadi,https://www.99acres.com/property-rates-and-price-trends-in-mohammed-wadi-pune-prffid#registry-transaction-prt,South Pune,PREMIUM,"₹7,350/ sq.ft","₹ 9,907 /sq.ft",700+,18.4751462,73.9163246,PREMIUM
https://mediacdn.99acres.com/media1/21398/1/427961424M-1686674174785.jpg,Bibwewadi,https://www.99acres.com/property-rates-and-price-trends-in-bibwevadi-pune-prffid#registry-transaction-prt,South Pune,N/A,,"₹ 11,996 /sq.ft",700+,18.4690213,73.8640944,
https://mediacdn.99acres.com/media1/20387/3/407743998M-1676560354114.jpg,Kondhwa Budruk,https://www.99acres.com/property-rates-and-price-trends-in-kondhwa-budruk-pune-prffid#registry-transaction-prt,South Pune,MID-SEGMENT,"₹5,950/ sq.ft","₹ 7,233 /sq.ft",700+,18.450386,73.8793745,MID-SEGMENT
https://mediacdn.99acres.com/media1/20387/15/407755258M-1676568081036.jpg,Kothrud,https://www.99acres.com/property-rates-and-price-trends-in-kothrud-pune-prffid#registry-transaction-prt,West Pune,PREMIUM,"₹13,150/ sq.ft","₹ 17,572 /sq.ft",600+,18.5073514,73.8076543,PREMIUM
https://mediacdn.99acres.com/media1/14930/15/298615238M-1622039514808.jpg,NIBM,https://www.99acres.com/property-rates-and-price-trends-in-nibm-pune-prffid#registry-transaction-prt,South Pune,PREMIUM,"₹6,650/ sq.ft","₹ 8,668 /sq.ft",600+,18.4765003,73.9006405,PREMIUM
https://mediacdn.99acres.com/media1/20387/3/407743582M-1676560114813.jpg,Kondhwa,https://www.99acres.com/property-rates-and-price-trends-in-kondhwa-pune-prffid#registry-transaction-prt,South Pune,PREMIUM,"₹6,700/ sq.ft","₹ 8,017 /sq.ft",600+,18.4695088,73.8889779,PREMIUM
https://mediacdn.99acres.com/media1/14930/14/298614908M-1622039274568.jpg,Keshav Nagar,https://www.99acres.com/property-rates-and-price-trends-in-keshav-nagar-pune-prffid#registry-transaction-prt,East Pune,MID-SEGMENT,"₹7,300/ sq.ft","₹ 9,341 /sq.ft",600+,18.5323976,73.9440646,MID-SEGMENT
https://mediacdn.99acres.com/media1/14906/6/298126962M-1621511132842.jpg,Pimpri Chinchwad,https://www.99acres.com/property-rates-and-price-trends-in-pimpri-chinchwad-pune-prffid#registry-transaction-prt,West Pune,MID-SEGMENT,"₹6,750/ sq.ft","₹ 8,373 /sq.ft",500+,18.6297811,73.7997094,MID-SEGMENT
https://mediacdn.99acres.com/media1/20427/10/408550158M-1676992380134.jpg,Pimple Saudagar,https://www.99acres.com/property-rates-and-price-trends-in-pimple-saudagar-pune-prffid#registry-transaction-prt,West Pune,MID-SEGMENT,"₹8,000/ sq.ft","₹ 11,153 /sq.ft",500+,18.5986763,73.7978348,MID-SEGMENT
https://mediacdn.99acres.com/media1/15266/2/305322264M-1625736460261.jpg,Pimpri,https://www.99acres.com/property-rates-and-price-trends-in-pimpri-pune-prffid#registry-transaction-prt,North Pune,PREMIUM,"₹7,000/ sq.ft","₹ 11,928 /sq.ft",500+,18.6297811,73.7997094,PREMIUM
https://mediacdn.99acres.com/media1/15266/3/305323186M-1625736471646.jpg,Chakan,https://www.99acres.com/property-rates-and-price-trends-in-chakan-pune-prffid#registry-transaction-prt,North Pune,AFFORDABLE,"₹3,750/ sq.ft","₹ 5,383 /sq.ft",500+,18.7632075,73.8613203,AFFORDABLE
https://mediacdn.99acres.com/media1/15283/5/305665310M-1625827064328.jpg,Katraj,https://www.99acres.com/property-rates-and-price-trends-in-katraj-pune-prffid#registry-transaction-prt,South Pune,PREMIUM,"₹6,650/ sq.ft","₹ 7,690 /sq.ft",500+,18.4529322,73.865238,PREMIUM
https://static.99acres.com/images/locationREI/defaultLocality.png,Phursungi,https://www.99acres.com/property-rates-and-price-trends-in-phursungi-pune-prffid#registry-transaction-prt,East Pune,MID-SEGMENT,"₹5,600/ sq.ft","₹ 7,072 /sq.ft",500+,18.4726725,73.9784573,MID-SEGMENT
https://mediacdn.99acres.com/media1/15587/7/311747978M-1628618126308.jpg,Sus,https://www.99acres.com/property-rates-and-price-trends-in-sus-pune-prffid#registry-transaction-prt,West Pune,MID-SEGMENT,"₹6,600/ sq.ft","₹ 10,492 /sq.ft",450+,18.5454017,73.7778297,MID-SEGMENT
https://mediacdn.99acres.com/media1/20366/16/407336724M-1676385448974.jpg,Ambegaon,https://www.99acres.com/property-rates-and-price-trends-in-ambegaon-pune-prffid#registry-transaction-prt,South Pune,MID-SEGMENT,"₹5,750/ sq.ft","₹ 7,712 /sq.ft",450+,18.456677,73.8306278,MID-SEGMENT
https://static.99acres.com/images/locationREI/defaultLocality.png,Haveli,https://www.99acres.com/property-rates-and-price-trends-in-haveli-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 7,513 /sq.ft",400+,18.5136455,73.8687257,
https://mediacdn.99acres.com/media1/20376/17/407537614M-1676475223999.jpg,"Dhayari, Kasba Peth",https://www.99acres.com/property-rates-and-price-trends-in-dhayri-pune-prffid#registry-transaction-prt,South Pune,MID-SEGMENT,"₹5,500/ sq.ft","₹ 7,527 /sq.ft",400+,18.5203896,73.8567005,MID-SEGMENT
https://static.99acres.com/images/locationREI/defaultLocality.png,Talegaon Dabhade,https://www.99acres.com/property-rates-and-price-trends-in-talegaon-dabhade-pune-prffid#registry-transaction-prt,North Pune,AFFORDABLE,"₹4,150/ sq.ft","₹ 5,288 /sq.ft",400+,18.7375763,73.6746626,AFFORDABLE
https://mediacdn.99acres.com/media1/20436/11/408731960M-1677072580273.jpg,Rahatani,https://www.99acres.com/property-rates-and-price-trends-in-rahatani-pune-prffid#registry-transaction-prt,West Pune,MID-SEGMENT,"₹8,000/ sq.ft","₹ 9,715 /sq.ft",350+,18.6047038,73.7871295,MID-SEGMENT
https://mediacdn.99acres.com/media1/20376/15/407535592M-1676473517379.jpg,Chinchwad,https://www.99acres.com/property-rates-and-price-trends-in-chinchwad-pune-prffid#registry-transaction-prt,West Pune,PREMIUM,"₹8,750/ sq.ft","₹ 11,626 /sq.ft",350+,18.6297811,73.7997094,PREMIUM
https://mediacdn.99acres.com/media1/20437/14/408754182M-1677087878319.jpg,Thergaon,https://www.99acres.com/property-rates-and-price-trends-in-thergaon-pune-prffid#registry-transaction-prt,West Pune,MID-SEGMENT,"₹6,350/ sq.ft","₹ 10,655 /sq.ft",350+,18.6142654,73.7750746,MID-SEGMENT
https://mediacdn.99acres.com/media1/21287/14/425754156M-1685544735844.jpg,Shewalewadi,https://www.99acres.com/property-rates-and-price-trends-in-shewalewadi-pune-prffid#registry-transaction-prt,East Pune,MID-SEGMENT,"₹5,950/ sq.ft","₹ 10,315 /sq.ft",350+,18.4903388,73.970205,MID-SEGMENT
https://mediacdn.99acres.com/media1/15248/16/304976414M-1625574836316.jpg,Pimple Nilakh,https://www.99acres.com/property-rates-and-price-trends-in-pimple-nilakh-pune-prffid#registry-transaction-prt,West Pune,PREMIUM,"₹9,400/ sq.ft","₹ 10,215 /sq.ft",350+,18.5790232,73.7859912,PREMIUM
https://mediacdn.99acres.com/media1/15248/16/304976102M-1625574599993.jpg,Pimple Gurav,https://www.99acres.com/property-rates-and-price-trends-in-pimple-gurav-pune-prffid#registry-transaction-prt,West Pune,MID-SEGMENT,"₹6,800/ sq.ft","₹ 10,187 /sq.ft",300+,18.5865962,73.8134424,MID-SEGMENT
https://mediacdn.99acres.com/media1/15241/17/304837408M-1625548185572.jpg,Dighi,https://www.99acres.com/property-rates-and-price-trends-in-dighi-pune-prffid#registry-transaction-prt,North Pune,MID-SEGMENT,"₹5,750/ sq.ft","₹ 7,328 /sq.ft",300+,18.6148698,73.8729867,MID-SEGMENT
https://mediacdn.99acres.com/media1/15241/17/304837540M-1625548273587.jpg,Handewadi,https://www.99acres.com/property-rates-and-price-trends-in-handewadi-pune-prffid#registry-transaction-prt,South Pune,AFFORDABLE,"₹4,700/ sq.ft","₹ 7,202 /sq.ft",300+,18.4542527,73.9315733,AFFORDABLE
https://static.99acres.com/images/locationREI/defaultLocality.png,Kadamwak Wasti,https://www.99acres.com/property-rates-and-price-trends-in-kadamwak-wasti-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 4,039 /sq.ft",300+,18.4887133,74.0178938,
https://mediacdn.99acres.com/media1/20543/5/410865270M-1678122332304.jpg,Warje,https://www.99acres.com/property-rates-and-price-trends-in-warje-pune-prffid#registry-transaction-prt,West Pune,PREMIUM,"₹8,850/ sq.ft","₹ 9,746 /sq.ft",300+,18.4864727,73.796834,PREMIUM
https://static.99acres.com/images/locationREI/defaultLocality.png,Dehu,https://www.99acres.com/property-rates-and-price-trends-in-dehu-pune-prffid#registry-transaction-prt,North Pune,N/A,,"₹ 5,719 /sq.ft",300+,18.7166713,73.7678179,
https://mediacdn.99acres.com/media1/20427/7/408547498M-1676990742233.jpg,Pashan,https://www.99acres.com/property-rates-and-price-trends-in-pashan-pune-prffid#registry-transaction-prt,West Pune,PREMIUM,"₹9,100/ sq.ft","₹ 10,356 /sq.ft",300+,18.5415099,73.7924769,PREMIUM
https://static.99acres.com/images/locationREI/defaultLocality.png,Maval,https://www.99acres.com/property-rates-and-price-trends-in-maval-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 5,596 /sq.ft",300+,18.7552105,73.4445392,
https://static.99acres.com/images/locationREI/defaultLocality.png,Mamurdi,https://www.99acres.com/property-rates-and-price-trends-in-mamurdi-pune-prffid#registry-transaction-prt,West Pune,PREMIUM,"₹8,700/ sq.ft","₹ 8,101 /sq.ft",250+,18.6736943,73.7181243,PREMIUM
https://static.99acres.com/images/locationREI/defaultLocality.png,Bhugaon,https://www.99acres.com/property-rates-and-price-trends-in-bhugaon-pune-prffid#registry-transaction-prt,West Pune,MID-SEGMENT,"₹6,300/ sq.ft","₹ 8,806 /sq.ft",250+,18.5011162,73.7507669,MID-SEGMENT
https://mediacdn.99acres.com/media1/20422/0/408440946M-1676966046968.jpg,Narhe,https://www.99acres.com/property-rates-and-price-trends-in-narhe-pune-prffid#registry-transaction-prt,South Pune,MID-SEGMENT,"₹5,150/ sq.ft","₹ 6,496 /sq.ft",200+,18.4464732,73.826375,MID-SEGMENT
https://mediacdn.99acres.com/media1/16807/4/336144154M-1640587492037.jpg,Pisoli,https://www.99acres.com/property-rates-and-price-trends-in-pisoli-pune-prffid#registry-transaction-prt,South Pune,AFFORDABLE,"₹4,650/ sq.ft","₹ 6,634 /sq.ft",200+,18.4491966,73.9077818,AFFORDABLE
https://static.99acres.com/images/locationREI/defaultLocality.png,Manjari Budruk,https://www.99acres.com/property-rates-and-price-trends-in-manjari-budruk-pune-prffid#registry-transaction-prt,East Pune,MID-SEGMENT,"₹6,200/ sq.ft","₹ 8,433 /sq.ft",200+,18.521266,73.9825734,MID-SEGMENT
https://mediacdn.99acres.com/media1/20437/4/408744458M-1677079468117.jpg,Shivane,https://www.99acres.com/property-rates-and-price-trends-in-shivne-pune-prffid#registry-transaction-prt,West Pune,AFFORDABLE,"₹4,400/ sq.ft","₹ 6,286 /sq.ft",200+,18.4661512,73.7821719,AFFORDABLE
https://static.99acres.com/images/locationREI/defaultLocality.png,Kirkatwadi,https://www.99acres.com/property-rates-and-price-trends-in-kirkatwadi-pune-prffid#registry-transaction-prt,South Pune,AFFORDABLE,"₹4,500/ sq.ft","₹ 6,318 /sq.ft",200+,18.4445501,73.7888924,AFFORDABLE
https://mediacdn.99acres.com/media1/15241/16/304836346M-1625547589912.jpg,Akurdi,https://www.99acres.com/property-rates-and-price-trends-in-akurdi-pune-prffid#registry-transaction-prt,West Pune,N/A,,"₹ 9,787 /sq.ft",200+,18.6504839,73.7785786,
https://mediacdn.99acres.com/media1/14904/11/298091786M-1621496614070.jpg,Bhosari,https://www.99acres.com/property-rates-and-price-trends-in-bhosari-pune-prffid#registry-transaction-prt,North Pune,N/A,,"₹ 8,251 /sq.ft",200+,18.6320627,73.8467978,
https://mediacdn.99acres.com/media1/20376/16/407536536M-1676474482767.jpg,Dhankawadi,https://www.99acres.com/property-rates-and-price-trends-in-dhanakwadi-pune-prffid#registry-transaction-prt,South Pune,N/A,,"₹ 9,568 /sq.ft",200+,18.4654546,73.8546821,
https://mediacdn.99acres.com/media1/21234/4/424684006M-1684999036521.jpg,Ghorpadi,https://www.99acres.com/property-rates-and-price-trends-in-ghorpadi-pune-prffid#registry-transaction-prt,East Pune,PREMIUM,"₹11,800/ sq.ft","₹ 15,072 /sq.ft",200+,18.5235518,73.906346,PREMIUM
https://static.99acres.com/images/locationREI/defaultLocality.png,Wadmukhwadi,https://www.99acres.com/property-rates-and-price-trends-in-wadmukhwadi-pune-prffid#registry-transaction-prt,North Pune,N/A,,"₹ 6,685 /sq.ft",200+,18.6447593,73.88601,
https://static.99acres.com/images/locationREI/defaultLocality.png,Borhade Wadi,https://www.99acres.com/property-rates-and-price-trends-in-borhade-wadi-pune-prffid#registry-transaction-prt,North Pune,N/A,,"₹ 6,746 /sq.ft",200+,18.6651165,73.8470523,
https://static.99acres.com/images/locationREI/defaultLocality.png,Pirangut,https://www.99acres.com/property-rates-and-price-trends-in-pirangut-pune-prffid#registry-transaction-prt,West Pune,AFFORDABLE,"₹4,400/ sq.ft","₹ 5,539 /sq.ft",200+,18.5130169,73.6779271,AFFORDABLE
https://static.99acres.com/images/locationREI/defaultLocality.png,Manjari Khurd,https://www.99acres.com/property-rates-and-price-trends-in-manjari-khurd-pune-prffid#registry-transaction-prt,East Pune,N/A,,"₹ 10,842 /sq.ft",200+,18.5287353,73.9932872,
https://static.99acres.com/images/locationREI/defaultLocality.png,Bhukum,https://www.99acres.com/property-rates-and-price-trends-in-bhukum-pune-prffid#registry-transaction-prt,West Pune,N/A,,"₹ 7,614 /sq.ft",150+,18.4942984,73.7220419,
https://static.99acres.com/images/locationREI/defaultLocality.png,Kesnand,https://www.99acres.com/property-rates-and-price-trends-in-kesnand-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 5,848 /sq.ft",150+,18.5731929,74.0241367,
https://mediacdn.99acres.com/media1/20387/17/407757858M-1676569767529.jpg,Manjri,https://www.99acres.com/property-rates-and-price-trends-in-manjri-pune-prffid#registry-transaction-prt,East Pune,MID-SEGMENT,"₹6,200/ sq.ft","₹ 8,971 /sq.ft",150+,18.5234503,73.9853801,MID-SEGMENT
https://mediacdn.99acres.com/media1/16807/5/336145312M-1640587786592.jpg,Sadashiv Peth,https://www.99acres.com/property-rates-and-price-trends-in-sadashiv-peth-pune-prffid#registry-transaction-prt,Central Pune,N/A,,"₹ 10,949 /sq.ft",150+,18.5082486,73.8440548,
https://static.99acres.com/images/locationREI/defaultLocality.png,Saswad,https://www.99acres.com/property-rates-and-price-trends-in-saswad-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 4,147 /sq.ft",150+,18.3463128,74.0301826,
https://mediacdn.99acres.com/media1/16807/8/336148256M-1640588508900.jpg,Yewalewadi,https://www.99acres.com/property-rates-and-price-trends-in-yewalewadi-pune-prffid#registry-transaction-prt,South Pune,AFFORDABLE,"₹4,750/ sq.ft","₹ 6,394 /sq.ft",150+,18.4462026,73.9051185,AFFORDABLE
https://mediacdn.99acres.com/media1/20437/14/408754526M-1677088416055.jpg,Viman Nagar,https://www.99acres.com/property-rates-and-price-trends-in-viman-nagar-pune-prffid#registry-transaction-prt,North Pune,PREMIUM,"₹10,000/ sq.ft","₹ 13,510 /sq.ft",150+,18.5679146,73.9143432,PREMIUM
https://mediacdn.99acres.com/media1/14930/15/298615578M-1622039838461.jpg,Yerawada,https://www.99acres.com/property-rates-and-price-trends-in-yerawada-pune-prffid#registry-transaction-prt,North Pune,N/A,,"₹ 9,414 /sq.ft",150+,18.5529226,73.879711,
https://mediacdn.99acres.com/media1/21485/16/429716410M-1687543613465.jpg,Wadgaon Budruk,https://www.99acres.com/property-rates-and-price-trends-in-wadgaon-budruk-pune-prffid#registry-transaction-prt,South Pune,PREMIUM,"₹7,650/ sq.ft","₹ 10,142 /sq.ft",150+,18.4615757,73.8169099,PREMIUM
https://mediacdn.99acres.com/media1/20376/18/407538490M-1676475969233.jpg,Erandwane,https://www.99acres.com/property-rates-and-price-trends-in-erandwane-pune-prffid#registry-transaction-prt,Central Pune,PREMIUM,"₹13,550/ sq.ft","₹ 20,154 /sq.ft",150+,18.5086429,73.8314091,PREMIUM
https://mediacdn.99acres.com/media1/15207/18/304158084M-1625210209388.jpg,Karve Nagar,https://www.99acres.com/property-rates-and-price-trends-in-karve-nagar-pune-prffid#registry-transaction-prt,West Pune,PREMIUM,"₹9,100/ sq.ft","₹ 12,293 /sq.ft",150+,18.4914883,73.821729,PREMIUM
https://static.99acres.com/images/locationREI/defaultLocality.png,Wadegaon,https://www.99acres.com/property-rates-and-price-trends-in-wadegaon-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 9,677 /sq.ft",150+,18.5568159,74.0681988,
https://mediacdn.99acres.com/media1/20367/1/407341278M-1676388703976.jpg,Anand Nagar,https://www.99acres.com/property-rates-and-price-trends-in-anand-nagar-pune-prffid#registry-transaction-prt,West Pune,PREMIUM,"₹8,900/ sq.ft","₹ 11,196 /sq.ft",150+,18.4740446,73.8220263,PREMIUM
https://static.99acres.com/images/locationREI/defaultLocality.png,Pune Mumbai Highway,https://www.99acres.com/property-rates-and-price-trends-in-pune-mumbai-highway-pune-prffid#registry-transaction-prt,North Pune,PREMIUM,"₹7,950/ sq.ft","₹ 10,272 /sq.ft",100+,18.8268846,73.2625,PREMIUM
https://static.99acres.com/images/locationREI/defaultLocality.png,Madhav Nagar,https://www.99acres.com/property-rates-and-price-trends-in-madhav-nagar-pune-prffid#registry-transaction-prt,North Pune,N/A,,"₹ 10,012 /sq.ft",100+,18.5988833,73.9051185,
https://mediacdn.99acres.com/media1/20386/0/407720962M-1676551535006.jpg,Kalyani Nagar,https://www.99acres.com/property-rates-and-price-trends-in-kalyani-nagar-pune-prffid#registry-transaction-prt,East Pune,PREMIUM,"₹12,500/ sq.ft","₹ 13,154 /sq.ft",100+,18.5462313,73.903951,PREMIUM
https://static.99acres.com/images/locationREI/defaultLocality.png,Alandi,https://www.99acres.com/property-rates-and-price-trends-in-alandi-pune-prffid#registry-transaction-prt,North Pune,AFFORDABLE,"₹4,000/ sq.ft","₹ 6,214 /sq.ft",100+,18.6782865,73.8950336,AFFORDABLE
https://static.99acres.com/images/locationREI/defaultLocality.png,Shirur,https://www.99acres.com/property-rates-and-price-trends-in-shirur-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 4,002 /sq.ft",100+,18.8249767,74.3775524,
https://static.99acres.com/images/locationREI/defaultLocality.png,Chovisawadi,https://www.99acres.com/property-rates-and-price-trends-in-chovisawadi-pune-prffid#registry-transaction-prt,North Pune,N/A,,"₹ 6,786 /sq.ft",100+,18.6615345,73.8801301,
https://static.99acres.com/images/locationREI/defaultLocality.png,Parvati,https://www.99acres.com/property-rates-and-price-trends-in-parvati-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 14,629 /sq.ft",100+,18.4923126,73.854679,
https://static.99acres.com/images/locationREI/defaultLocality.png,Gahunje,https://www.99acres.com/property-rates-and-price-trends-in-gahunje-pune-prffid#registry-transaction-prt,West Pune,N/A,,"₹ 7,178 /sq.ft",100+,18.6693842,73.7052869,
https://static.99acres.com/images/locationREI/defaultLocality.png,Daund,https://www.99acres.com/property-rates-and-price-trends-in-daund-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 3,582 /sq.ft",100+,18.4631179,74.5840492,
https://static.99acres.com/images/locationREI/defaultLocality.png,Ram Nagar,https://www.99acres.com/property-rates-and-price-trends-in-ram-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 10,103 /sq.ft",100+,18.5244584,73.7786739,
https://static.99acres.com/images/locationREI/defaultLocality.png,Shikrapur,https://www.99acres.com/property-rates-and-price-trends-in-shikrapur-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 4,987 /sq.ft",100+,18.6923691,74.1323125,
https://mediacdn.99acres.com/media1/15205/15/304115832M-1625205165970.jpg,Sinhgad Road,https://www.99acres.com/property-rates-and-price-trends-in-singhad-road-pune-prffid#registry-transaction-prt,West Pune,AFFORDABLE,"₹5,950/ sq.ft","₹ 8,836 /sq.ft",100+,18.4571903,73.8037286,AFFORDABLE
https://mediacdn.99acres.com/media1/20367/1/407341810M-1676388945923.jpg,Aundh,https://www.99acres.com/property-rates-and-price-trends-in-aundh-pune-prffid#registry-transaction-prt,West Pune,PREMIUM,"₹10,850/ sq.ft","₹ 14,388 /sq.ft",100+,18.5601649,73.8031335,PREMIUM
https://static.99acres.com/images/locationREI/defaultLocality.png,Rasta Peth,https://www.99acres.com/property-rates-and-price-trends-in-rasta-peth-pune-prffid#registry-transaction-prt,East Pune,N/A,,"₹ 10,125 /sq.ft",100+,18.5176333,73.8671232,
https://static.99acres.com/images/locationREI/defaultLocality.png,Rajgurunagar,https://www.99acres.com/property-rates-and-price-trends-in-rajgurunagar-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 4,354 /sq.ft",100+,18.854321,73.8876008,
https://mediacdn.99acres.com/media1/20387/16/407756804M-1676569056838.jpg,Magarpatta,https://www.99acres.com/property-rates-and-price-trends-in-magarpatta-pune-prffid#registry-transaction-prt,East Pune,PREMIUM,"₹9,950/ sq.ft","₹ 10,538 /sq.ft",90+,18.5158057,73.9271644,PREMIUM
https://static.99acres.com/images/locationREI/defaultLocality.png,Varale,https://www.99acres.com/property-rates-and-price-trends-in-varale-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 5,433 /sq.ft",90+,18.7842222,73.800734,
https://mediacdn.99acres.com/media1/21489/3/429783058M-1687596975410.jpg,Dattawadi,https://www.99acres.com/property-rates-and-price-trends-in-dattawadi-pune-prffid#registry-transaction-prt,West Pune,N/A,,"₹ 6,682 /sq.ft",90+,18.4961383,73.8384476,
https://static.99acres.com/images/locationREI/defaultLocality.png,Mulshi,https://www.99acres.com/property-rates-and-price-trends-in-mulshi-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 9,637 /sq.ft",90+,18.5010536,73.5137654,
https://mediacdn.99acres.com/media1/14930/15/298615042M-1622039408033.jpg,Sector 6 Moshi,https://www.99acres.com/property-rates-and-price-trends-in-sector-6-moshi-pune-prffid#registry-transaction-prt,North Pune,N/A,,"₹ 10,218 /sq.ft",80+,18.6511076,73.8433766,
https://static.99acres.com/images/locationREI/defaultLocality.png,Baramati,https://www.99acres.com/property-rates-and-price-trends-in-baramati-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 3,844 /sq.ft",80+,18.1791791,74.6077971,
https://static.99acres.com/images/locationREI/defaultLocality.png,Somatane,https://www.99acres.com/property-rates-and-price-trends-in-somatane-pune-prffid#registry-transaction-prt,North Pune,N/A,,"₹ 5,657 /sq.ft",80+,18.6944261,73.6815807,
https://static.99acres.com/images/locationREI/defaultLocality.png,Dapodi,https://www.99acres.com/property-rates-and-price-trends-in-dapodi-pune-prffid#registry-transaction-prt,West Pune,N/A,,"₹ 7,725 /sq.ft",80+,18.5852963,73.8333804,
https://static.99acres.com/images/locationREI/defaultLocality.png,Shirgaon,https://www.99acres.com/property-rates-and-price-trends-in-shirgaon-pune-prffid#registry-transaction-prt,North Pune,N/A,,"₹ 6,208 /sq.ft",70+,18.6803531,73.6882837,
https://static.99acres.com/images/locationREI/defaultLocality.png,Kalyani Nagar Annexe,https://www.99acres.com/property-rates-and-price-trends-in-kalyani-nagar-annexe-pune-prffid#registry-transaction-prt,East Pune,PREMIUM,"₹10,550/ sq.ft","₹ 10,676 /sq.ft",70+,18.5462396,73.9145876,PREMIUM
https://mediacdn.99acres.com/media1/20376/16/407536306M-1676474285096.jpg,Dange Chowk,https://www.99acres.com/property-rates-and-price-trends-in-dange-chowk-pune-prffid#registry-transaction-prt,West Pune,MID-SEGMENT,"₹6,550/ sq.ft","₹ 11,814 /sq.ft",70+,18.604276,73.7510007,MID-SEGMENT
https://mediacdn.99acres.com/media1/20447/2/408942070M-1677170856201.jpg,Wadgaon Sheri,https://www.99acres.com/property-rates-and-price-trends-in-wadgaon-sheri-pune-prffid#registry-transaction-prt,East Pune,PREMIUM,"₹11,900/ sq.ft","₹ 8,807 /sq.ft",70+,18.5512771,73.9209894,PREMIUM
https://mediacdn.99acres.com/media1/14905/18/298118468M-1621508320155.jpg,Phase 3 Hinjewadi,https://www.99acres.com/property-rates-and-price-trends-in-phase-3-hinjewadi-pune-prffid#registry-transaction-prt,West Pune,MID-SEGMENT,"₹7,700/ sq.ft","₹ 8,802 /sq.ft",60+,18.5868397,73.685995,MID-SEGMENT
https://static.99acres.com/images/locationREI/defaultLocality.png,Jalochi,https://www.99acres.com/property-rates-and-price-trends-in-jalochi-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 3,636 /sq.ft",60+,18.1528242,74.6071023,
https://static.99acres.com/images/locationREI/defaultLocality.png,MIDC,https://www.99acres.com/property-rates-and-price-trends-in-midc-pune-prffid#registry-transaction-prt,North Pune,N/A,,"₹ 6,252 /sq.ft",60+,18.655508,73.7951176,
https://static.99acres.com/images/locationREI/defaultLocality.png,Fursungi Gaon,https://www.99acres.com/property-rates-and-price-trends-in-fursungi-gaon-pune-prffid#registry-transaction-prt,East Pune,N/A,,"₹ 6,855 /sq.ft",60+,18.469783,73.9744204,
https://static.99acres.com/images/locationREI/defaultLocality.png,Hingne Khurd,https://www.99acres.com/property-rates-and-price-trends-in-hingne-khurd-pune-prffid#registry-transaction-prt,West Pune,N/A,,"₹ 8,205 /sq.ft",60+,18.4819732,73.8279381,
https://mediacdn.99acres.com/media1/20420/6/408406084M-1676960485319.jpg,Nanded,https://www.99acres.com/property-rates-and-price-trends-in-nanded-pune-prffid#registry-transaction-prt,South Pune,PREMIUM,"₹7,500/ sq.ft","₹ 10,875 /sq.ft",60+,18.4600108,73.7900982,PREMIUM
https://mediacdn.99acres.com/media1/20377/5/407545700M-1676481192040.jpg,Hinjewadi Phase 1,https://www.99acres.com/property-rates-and-price-trends-in-hinjewadi-phase-1-pune-prffid#registry-transaction-prt,West Pune,MID-SEGMENT,"₹7,850/ sq.ft","₹ 9,484 /sq.ft",60+,18.5904779,73.7271909,MID-SEGMENT
https://static.99acres.com/images/locationREI/defaultLocality.png,Narayangaon,https://www.99acres.com/property-rates-and-price-trends-in-narayangaon-pune-prffid#registry-transaction-prt,Rest of Pune,N/A,,"₹ 3,559 /sq.ft",60+,19.1177853,73.9740704,
https://mediacdn.99acres.com/media1/20387/18/407758234M-1676570045438.jpg,Marunji,https://www.99acres.com/property-rates-and-price-trends-in-marunji-pune-prffid#registry-transaction-prt,West Pune,N/A,,"₹ 11,282 /sq.ft",60+,18.6124747,73.7154215,
