imageurl,name,redirect,area,class,rateon99,rates,sold
https://static.99acres.com/images/locationREI/defaultLocality.png,Kharalwadi,https://www.99acres.com/property-rates-and-price-trends-in-kharalwadi-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 7,209 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Morwadi,https://www.99acres.com/property-rates-and-price-trends-in-morwadi-pune-prffid#registry-transaction-prt,North Pune,,NA,"₹ 8,226 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Happy Colony,https://www.99acres.com/property-rates-and-price-trends-in-happy-colony-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 4,657 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Benkar Nagar,https://www.99acres.com/property-rates-and-price-trends-in-benkar-nagar-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 5,609 /sq.ft",5
https://mediacdn.99acres.com/media1/15331/17/306637696M-1626263818934.jpg,Anand Park,https://www.99acres.com/property-rates-and-price-trends-in-anand-park-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 10,452 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Raghoba Patil Nagar,https://www.99acres.com/property-rates-and-price-trends-in-raghoba-patil-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 10,213 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Manik Baug,https://www.99acres.com/property-rates-and-price-trends-in-manik-baug-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 6,213 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Bhagwan Nagar,https://www.99acres.com/property-rates-and-price-trends-in-bhagwan-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 9,763 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Shindewadi,https://www.99acres.com/property-rates-and-price-trends-in-shindewadi-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 5,509 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Nandel Fata,https://www.99acres.com/property-rates-and-price-trends-in-nandel-fata-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 9,321 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Dombi Wadi,https://www.99acres.com/property-rates-and-price-trends-in-dombi-wadi-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 9,537 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Pune Satara Road,https://www.99acres.com/property-rates-and-price-trends-in-pune-satara-road-pune-prffid#registry-transaction-prt,South Pune,PREMIUM,"₹8,300/ sq.ft","₹ 11,350 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Chandkhed,https://www.99acres.com/property-rates-and-price-trends-in-chandkhed-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 4,098 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Panchawati,https://www.99acres.com/property-rates-and-price-trends-in-panchawati-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 8,703 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Wireless Colony,https://www.99acres.com/property-rates-and-price-trends-in-wireless-colony-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 9,118 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Perugate,https://www.99acres.com/property-rates-and-price-trends-in-perugate-pune-prffid#registry-transaction-prt,Central Pune,,NA,"₹ 5,934 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Hasabnis Bakhal,https://www.99acres.com/property-rates-and-price-trends-in-hasabnis-bakhal-pune-prffid#registry-transaction-prt,Central Pune,,NA,"₹ 7,235 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Bellagio,https://www.99acres.com/property-rates-and-price-trends-in-bellagio-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 7,171 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Vadgaon Khurd,https://www.99acres.com/property-rates-and-price-trends-in-vadgaon-khurd-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 10,708 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Kolewadi,https://www.99acres.com/property-rates-and-price-trends-in-kolewadi-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 4,515 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Bhivri,https://www.99acres.com/property-rates-and-price-trends-in-bhivri-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 3,867 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Bhambarde,https://www.99acres.com/property-rates-and-price-trends-in-bhambarde-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 16,233 /sq.ft",5
https://static.99acres.com/images/locationREI/defaultLocality.png,Bhonde Colony,https://www.99acres.com/property-rates-and-price-trends-in-bhonde-colony-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 19,932 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Siddharth Nagar,https://www.99acres.com/property-rates-and-price-trends-in-siddharth-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 8,797 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Bhelkenagar,https://www.99acres.com/property-rates-and-price-trends-in-bhelkenagar-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 10,683 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Shatrunjay Nagar,https://www.99acres.com/property-rates-and-price-trends-in-shatrunjay-nagar-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 6,958 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Panchod,https://www.99acres.com/property-rates-and-price-trends-in-panchod-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 5,536 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Jadhav Nagar,https://www.99acres.com/property-rates-and-price-trends-in-jadhav-nagar-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 5,112 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Urit Nagar,https://www.99acres.com/property-rates-and-price-trends-in-urit-nagar-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 10,263 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Jijai Nagar,https://www.99acres.com/property-rates-and-price-trends-in-jijai-nagar-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 9,834 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Patas,https://www.99acres.com/property-rates-and-price-trends-in-patas-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 3,314 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Uday Baug,https://www.99acres.com/property-rates-and-price-trends-in-uday-baug-pune-prffid#registry-transaction-prt,East Pune,,NA,"₹ 21,996 /sq.ft",4
https://mediacdn.99acres.com/media1/14930/15/298615388M-1622039657641.jpg,Baner Pashan Link Road,https://www.99acres.com/property-rates-and-price-trends-in-baner-pashan-link-road-pune-prffid#registry-transaction-prt,West Pune,PREMIUM,"₹11,650/ sq.ft","₹ 13,317 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Kamshet,https://www.99acres.com/property-rates-and-price-trends-in-kamshet-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 5,859 /sq.ft",4
https://mediacdn.99acres.com/media1/21407/3/428143708M-1686757371951.jpg,Balaji Nagar,https://www.99acres.com/property-rates-and-price-trends-in-balaji-nagar-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 4,250 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Bekrai Nagar,https://www.99acres.com/property-rates-and-price-trends-in-bekrai-nagar-pune-prffid#registry-transaction-prt,East Pune,,NA,"₹ 7,617 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Kasarsai,https://www.99acres.com/property-rates-and-price-trends-in-kasarsai-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 5,730 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Walvekar Nagar,https://www.99acres.com/property-rates-and-price-trends-in-walvekar-nagar-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 13,850 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Sai Nagar,https://www.99acres.com/property-rates-and-price-trends-in-sai-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 4,706 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Gaikwad Nagar,https://www.99acres.com/property-rates-and-price-trends-in-gaikwad-nagar-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 5,581 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Deshmukhwadi,https://www.99acres.com/property-rates-and-price-trends-in-deshmukhwadi-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 7,443 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Fatima Nagar,https://www.99acres.com/property-rates-and-price-trends-in-fatima-nagar-pune-prffid#registry-transaction-prt,East Pune,MID-SEGMENT,"₹7,550/ sq.ft","₹ 5,935 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Wadachi Wadi,https://www.99acres.com/property-rates-and-price-trends-in-wadachi-wadi-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 5,032 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Satkarsthal,https://www.99acres.com/property-rates-and-price-trends-in-satkarsthal-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 3,459 /sq.ft",4
https://static.99acres.com/images/locationREI/defaultLocality.png,Walhe,https://www.99acres.com/property-rates-and-price-trends-in-walhe-valsad-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 3,160 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Kalas Area,https://www.99acres.com/property-rates-and-price-trends-in-kalas-area-pune-prffid#registry-transaction-prt,North Pune,,NA,"₹ 6,296 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Karpe Nagar,https://www.99acres.com/property-rates-and-price-trends-in-karpe-nagar-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 8,748 /sq.ft",3
https://mediacdn.99acres.com/media1/21321/4/426424372M-1685942965485.jpg,Chintamani Nagar,https://www.99acres.com/property-rates-and-price-trends-in-chintamani-nagar-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 8,627 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Pandurang Colony,https://www.99acres.com/property-rates-and-price-trends-in-pandurang-colony-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 6,197 /sq.ft",3
https://mediacdn.99acres.com/media1/21492/1/429841068M-1687613785458.jpg,Sakal Nagar,https://www.99acres.com/property-rates-and-price-trends-in-sakal-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 12,490 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Laxmi Colony,https://www.99acres.com/property-rates-and-price-trends-in-laxmi-colony-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 8,608 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Shindenagar,https://www.99acres.com/property-rates-and-price-trends-in-shindenagar-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 7,492 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Rajendra Nagar,https://www.99acres.com/property-rates-and-price-trends-in-rajendra-nagar-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 14,600 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Indrayani Nagar Sector 2,https://www.99acres.com/property-rates-and-price-trends-in-indrayani-nagar-sector-2-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 4,239 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Parande Nagar,https://www.99acres.com/property-rates-and-price-trends-in-parande-nagar-pune-prffid#registry-transaction-prt,North Pune,,NA,"₹ 5,063 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Chande,https://www.99acres.com/property-rates-and-price-trends-in-chande-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 7,131 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Pragati Nagar,https://www.99acres.com/property-rates-and-price-trends-in-pragati-nagar-pune-prffid#registry-transaction-prt,North Pune,,NA,"₹ 5,153 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Maan,https://www.99acres.com/property-rates-and-price-trends-in-maan-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 6,894 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Samarth Nagar,https://www.99acres.com/property-rates-and-price-trends-in-samarth-nagar-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 6,658 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Mukai Nagar,https://www.99acres.com/property-rates-and-price-trends-in-mukai-nagar-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 7,891 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Warje Malwadi,https://www.99acres.com/property-rates-and-price-trends-in-warje-malwadi-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 10,879 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Kolawadi,https://www.99acres.com/property-rates-and-price-trends-in-kolawadi-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 4,225 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Shiroli,https://www.99acres.com/property-rates-and-price-trends-in-shiroli-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 3,636 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Anthon Nagar,https://www.99acres.com/property-rates-and-price-trends-in-anthon-nagar-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 6,308 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Kapurhol,https://www.99acres.com/property-rates-and-price-trends-in-kapurhol-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 3,833 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Theur,https://www.99acres.com/property-rates-and-price-trends-in-theur-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 4,612 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Guru Nanak Nagar,https://www.99acres.com/property-rates-and-price-trends-in-guru-nanak-nagar-pune-prffid#registry-transaction-prt,Central Pune,,NA,"₹ 7,586 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Revenue Colony,https://www.99acres.com/property-rates-and-price-trends-in-revenue-colony-pune-prffid#registry-transaction-prt,Central Pune,,NA,"₹ 10,583 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Mahadeonagar,https://www.99acres.com/property-rates-and-price-trends-in-mahadeonagar-pune-prffid#registry-transaction-prt,East Pune,,NA,"₹ 3,438 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Manaji Nagar,https://www.99acres.com/property-rates-and-price-trends-in-manaji-nagar-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 5,913 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Sainikwadi,https://www.99acres.com/property-rates-and-price-trends-in-sainikwadi-pune-prffid#registry-transaction-prt,East Pune,,NA,"₹ 5,414 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Vittalvadi,https://www.99acres.com/property-rates-and-price-trends-in-vittalvadi-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 10,731 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Bund Garden,https://www.99acres.com/property-rates-and-price-trends-in-bund-garden-pune-prffid#registry-transaction-prt,Central Pune,,NA,"₹ 16,318 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Paud Road,https://www.99acres.com/property-rates-and-price-trends-in-paud-road-pune-prffid#registry-transaction-prt,West Pune,MID-SEGMENT,"₹7,950/ sq.ft","₹ 7,600 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Salunkhe Vihar Society,https://www.99acres.com/property-rates-and-price-trends-in-salunke-vihar-society-pune-prffid#registry-transaction-prt,South Pune,PREMIUM,"₹7,850/ sq.ft","₹ 6,810 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Senapati Bapat Road,https://www.99acres.com/property-rates-and-price-trends-in-senapati-bapat-road-pune-prffid#registry-transaction-prt,Central Pune,,NA,"₹ 16,917 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Sai Nagar Park,https://www.99acres.com/property-rates-and-price-trends-in-sai-nagar-park-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 12,717 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Sector 25 Pradhikaran,https://www.99acres.com/property-rates-and-price-trends-in-sector-25-pradhikaran-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 7,019 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Laxmi Narayan Nagar,https://www.99acres.com/property-rates-and-price-trends-in-laxmi-narayan-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 8,353 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Lingali,https://www.99acres.com/property-rates-and-price-trends-in-lingali-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 3,635 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Kalepadal,https://www.99acres.com/property-rates-and-price-trends-in-kalepadal-pune-prffid#registry-transaction-prt,East Pune,,NA,"₹ 6,865 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Sangurdi,https://www.99acres.com/property-rates-and-price-trends-in-sangurdi-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 4,763 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Chikhalse,https://www.99acres.com/property-rates-and-price-trends-in-chikhalse-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 3,047 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Yelwadi,https://www.99acres.com/property-rates-and-price-trends-in-yelwadi-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 3,769 /sq.ft",3
https://static.99acres.com/images/locationREI/defaultLocality.png,Eknath Pathare Vasti,https://www.99acres.com/property-rates-and-price-trends-in-eknath-pathare-vasti-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 6,587 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Chikkalvadi,https://www.99acres.com/property-rates-and-price-trends-in-chikkalvadi-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 9,165 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Bhageerath,https://www.99acres.com/property-rates-and-price-trends-in-bhageerath-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 10,120 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Garmal,https://www.99acres.com/property-rates-and-price-trends-in-garmal-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 4,500 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Satar Nagar,https://www.99acres.com/property-rates-and-price-trends-in-satar-nagar-pune-prffid#registry-transaction-prt,East Pune,,NA,"₹ 5,696 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Swaraj Nagari,https://www.99acres.com/property-rates-and-price-trends-in-swaraj-nagari-pune-prffid#registry-transaction-prt,North Pune,,NA,"₹ 15,471 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Sainath Colony,https://www.99acres.com/property-rates-and-price-trends-in-sainath-colony-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 6,785 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Savta Mali Nagar,https://www.99acres.com/property-rates-and-price-trends-in-savta-mali-nagar-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 3,905 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Jyotiba Nagar,https://www.99acres.com/property-rates-and-price-trends-in-jyotiba-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 7,035 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Ambedkar Nagar,https://www.99acres.com/property-rates-and-price-trends-in-ambedkar-nagar-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 8,880 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Apex Colony,https://www.99acres.com/property-rates-and-price-trends-in-apex-colony-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 4,670 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Adarsh Nagar,https://www.99acres.com/property-rates-and-price-trends-in-adarsh-nagar-pune-prffid#registry-transaction-prt,North Pune,,NA,"₹ 12,978 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Sakore Nagar,https://www.99acres.com/property-rates-and-price-trends-in-sakore-nagar-pune-prffid#registry-transaction-prt,North Pune,PREMIUM,"₹7,600/ sq.ft","₹ 7,100 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Pargaon,https://www.99acres.com/property-rates-and-price-trends-in-pargaon-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 24,005 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Ghodegaon,https://www.99acres.com/property-rates-and-price-trends-in-ghodegaon-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 3,130 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Kudale Baug,https://www.99acres.com/property-rates-and-price-trends-in-kudale-baug-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 6,625 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Kashid Nagar,https://www.99acres.com/property-rates-and-price-trends-in-kashid-nagar-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 5,303 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Rajiv Gandhi Nagar,https://www.99acres.com/property-rates-and-price-trends-in-rajiv-gandhi-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,NA,2
https://static.99acres.com/images/locationREI/defaultLocality.png,Shree Nagar,https://www.99acres.com/property-rates-and-price-trends-in-shree-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 7,143 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Gawade Nagar,https://www.99acres.com/property-rates-and-price-trends-in-gawade-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 8,052 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Shridharnagar,https://www.99acres.com/property-rates-and-price-trends-in-shridharnagar-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 8,589 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Sector 16 Chikhali,https://www.99acres.com/property-rates-and-price-trends-in-sector-16-chikhali-pune-prffid#registry-transaction-prt,North Pune,,NA,"₹ 9,104 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Bhat Nagar,https://www.99acres.com/property-rates-and-price-trends-in-bhat-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 6,736 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Tukai Nagar,https://www.99acres.com/property-rates-and-price-trends-in-tukai-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 6,622 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Pune Cantonment,https://www.99acres.com/property-rates-and-price-trends-in-pune-cantonment-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 6,433 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Katrajnagar,https://www.99acres.com/property-rates-and-price-trends-in-katrajnagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 8,938 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Bijlinagar,https://www.99acres.com/property-rates-and-price-trends-in-bijlinagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 7,079 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Shreenath Nagar,https://www.99acres.com/property-rates-and-price-trends-in-shreenath-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 10,657 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Mathade Wasti,https://www.99acres.com/property-rates-and-price-trends-in-mathade-wasti-pune-prffid#registry-transaction-prt,North Pune,,NA,"₹ 4,628 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,P,https://www.99acres.com/property-rates-and-price-trends-in-p-and-t-colony-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 6,926 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Shree Krishna Nagar,https://www.99acres.com/property-rates-and-price-trends-in-shree-krishna-nagar-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 11,946 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Kalubai Nagar,https://www.99acres.com/property-rates-and-price-trends-in-kalubai-nagar-pune-prffid#registry-transaction-prt,East Pune,,NA,"₹ 4,518 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Pingale Wasti,https://www.99acres.com/property-rates-and-price-trends-in-pingale-wasti-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 7,471 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Abasaheb Raikar Nagar,https://www.99acres.com/property-rates-and-price-trends-in-abasaheb-raikar-nagar-pune-prffid#registry-transaction-prt,South Pune,,NA,"₹ 5,248 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Satav Nagar,https://www.99acres.com/property-rates-and-price-trends-in-satav-nagar-pune-prffid#registry-transaction-prt,East Pune,AFFORDABLE,"₹4,800/ sq.ft","₹ 6,163 /sq.ft",2
https://mediacdn.99acres.com/media1/20376/2/407522916M-1676469083989.jpg,Chandan Nagar,https://www.99acres.com/property-rates-and-price-trends-in-chandan-nagar-pune-prffid#registry-transaction-prt,East Pune,,NA,NA,2
https://static.99acres.com/images/locationREI/defaultLocality.png,Aundh Annexe,https://www.99acres.com/property-rates-and-price-trends-in-aundh-annexe-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 12,641 /sq.ft",2
https://mediacdn.99acres.com/media1/14930/15/298615556M-1622039765915.jpg,New Sanghvi,https://www.99acres.com/property-rates-and-price-trends-in-new-sanghvi-pune-prffid#registry-transaction-prt,West Pune,,NA,"₹ 5,534 /sq.ft",2
https://static.99acres.com/images/locationREI/defaultLocality.png,Pune Nashik Highway,https://www.99acres.com/property-rates-and-price-trends-in-pune-nashik-highway-pune-prffid#registry-transaction-prt,Rest of Pune,,NA,"₹ 5,792 /sq.ft",2
